term,label_type,label
身热,eight_principles,hot
身热腹痛,eight_principles,hot
身热面赤,eight_principles,hot
身热（The body is hot）,eight_principles,hot
进入高温环境或热水浴等均可使体温较平时略高,eight_principles,hot
选用败毒散等方。参见痧,eight_principles,hot
透皮入骨致病而形成“六毒”,eight_principles,hot
逐瘀泻热。,eight_principles,hot
邪毒亢盛,eight_principles,hot
邪热乘虚客于胸中,eight_principles,hot
邪热循经上蒸,eight_principles,hot
邪热灼血,eight_principles,hot
里急后重为临床特征。主要病因是外感时邪疫毒,eight_principles,hot
重者可发生内陷。类似于西医学化脓性腮腺炎。,eight_principles,hot
重者痛如刀割。尿痛常见于尿道炎,eight_principles,hot
铅中毒等也均会引起脸色苍白。面色苍白需查找原发疾病,eight_principles,hot
阳热不足的病理现象。阳气有温暖肢体,eight_principles,hot
阳热内盛,eight_principles,hot
阳痿多因命门火衰或心脾受损或恐惧伤肾所致。,eight_principles,hot
阴不足则先热后寒。”其病机是邪入半表半里,eight_principles,hot
阴津亏虚则夜热。,eight_principles,hot
阴茎和趾间的裂隙。皮肤的任何炎症,eight_principles,hot
阴虚火旺,eight_principles,hot
阴道炎,eight_principles,hot
阴阳相胜也。阳不足则先寒后热,eight_principles,hot
降火豁痰以治其标。同时,eight_principles,hot
除非局部晚期乳腺癌或炎性乳腺癌。乳房疼痛多来自非肿瘤性的乳房良性疾病。可以说乳房疼痛与乳房疾病的良恶性及疾病严重程度不成正比。,eight_principles,hot
随即发热,eight_principles,hot
震颤为主要症状。大剂量汞蒸气吸入或汞化合物摄入即发生急性汞中毒。对汞过敏者,eight_principles,hot
霉菌性阴道炎,eight_principles,hot
面神经炎俗称面神经麻痹（即面神经瘫痪）,eight_principles,hot
面色萎黄,eight_principles,hot
面黄发枯,eight_principles,hot
面黄肌瘦,eight_principles,hot
颜色深黄（甚至带有红色）。,eight_principles,hot
风和热相结合的病邪,eight_principles,hot
风毒窜络,eight_principles,hot
风湿热,eight_principles,hot
风热,eight_principles,hot
风热感冒(common cold with wind-heat syndrome)是风热之邪犯表,eight_principles,hot
风热感冒是感受风热之邪所致的表证。,eight_principles,hot
骨关节炎及肥大性关节炎等。,eight_principles,hot
高热39.1～40℃,eight_principles,hot
高热不退是指体温超过39.1℃。高热分为急性高热和长期高热,eight_principles,hot
高热惊厥是指小儿在呼吸道感染或其他感染性疾病早期,eight_principles,hot
鳞屑损害为主要表现的慢性复发性炎症性皮肤病。,eight_principles,hot
黄疸是常见症状与体征,eight_principles,hot
黄连解毒汤等等加减治疗。,eight_principles,hot
黑色的为热毒极重。类於暴发型流行性脑脊髓膜炎,eight_principles,hot
鼻塞黄涕,eight_principles,hot
鼻窦炎,eight_principles,hot
鼻部干燥,eight_principles,hot
齿龈炎,eight_principles,hot
“寒”在中医中还指病理产物之寒积聚在人体经脉脏腑中,eight_principles,cold
“寒气客于胃,eight_principles,cold
“流秽物”。造成白带异常,eight_principles,cold
不清洁的脐带结扎,eight_principles,cold
不象微脉那样模糊不清按：脉来沉细如丝,eight_principles,cold
中医病名。婴儿白天能安静入睡,eight_principles,cold
中医病名。本病白睛暴发红赤,eight_principles,cold
中医病症名。出《伤寒论•辨厥阴病脉证并治》。三阴头痛之一。《兰室秘藏•头痛门》：“厥阴头项痛,eight_principles,cold
中医病症名。指因痰盛气闭而引起四肢厥冷,eight_principles,cold
中医病证名。多由外感寒邪,eight_principles,cold
中医症状名。凡患者自觉怕冷,eight_principles,cold
临床上常以血红蛋白（Hb）浓度来代替。我国血液病学家认为在我国海平面地区,eight_principles,cold
为冷结在膀胱关元,eight_principles,cold
也可能是疾病的一种表现。目前发生的机制不是完全清楚,eight_principles,cold
也就是病理性白带的原因很多,eight_principles,cold
也有虚实寒热之别,eight_principles,cold
也有说是性欲减退。性冷淡与性快感缺乏是两个不同的概念,eight_principles,cold
亦为厥阴头痛之证候特色（见陆定圃《冷庐医话•头痛》）。以巅顶,eight_principles,cold
仍感寒冷不能缓解的,eight_principles,cold
以其两寒相感,eight_principles,cold
以初起恶寒,eight_principles,cold
以痰质清稀色白的痰为特征。如由外感风寒而致病的,eight_principles,cold
以神清者为佳。,eight_principles,cold
但白天如常的一种病证。,eight_principles,cold
体感受寒邪。《灵枢·邪气脏腑病形》：“形寒寒饮则伤肺,eight_principles,cold
便白如胶冻,eight_principles,cold
便质稀薄,eight_principles,cold
先有 恶寒,eight_principles,cold
其发生是由于胆红素代谢障碍而引起血清内胆红素浓度升高所致。临床上表现为巩膜,eight_principles,cold
其寒时自寒而不觉热。与恶寒发热的寒热同时并作不同。《类证活人书》：“往来寒热者,eight_principles,cold
其热时自热而不觉寒,eight_principles,cold
其质或稠或稀的表现。,eight_principles,cold
冒冷汗,eight_principles,cold
冷汗,eight_principles,cold
则出现恶寒肢冷,eight_principles,cold
半夏白术天麻汤,eight_principles,cold
即手足发凉冷。又称四逆,eight_principles,cold
即由于外来之寒邪或者是人体脾肾阳虚所生之内寒停滞在女性胞宫,eight_principles,cold
即称为消瘦。体内脂肪与蛋白质减少,eight_principles,cold
即贪凉涉水,eight_principles,cold
即边界清楚,eight_principles,cold
厥冷,eight_principles,cold
又犯大寒,eight_principles,cold
又称“下白物”,eight_principles,cold
发热恶寒等为主要证候特点。病情有轻重不同,eight_principles,cold
受大自然寒邪侵袭,eight_principles,cold
受寒,eight_principles,cold
可伴恶风寒。,eight_principles,cold
可选用清骨散,eight_principles,cold
同时可伴腰痛发凉,eight_principles,cold
同时增加胃蛋白酶的活性,eight_principles,cold
吐清水,eight_principles,cold
呈黄色或黄绿色。脓液是机体组织炎症过程中形成的浓稠或稀薄的渗出物,eight_principles,cold
咳吐清稀,eight_principles,cold
咳嗽喘促等。治以清肺,eight_principles,cold
咳嗽声音清脆,eight_principles,cold
咳嗽等症状。由脾肾虚寒引起的,eight_principles,cold
咽喉部出现白色腐膜,eight_principles,cold
喜冷畏热,eight_principles,cold
喜暖畏寒,eight_principles,cold
四肢厥冷,eight_principles,cold
四肢清冷,eight_principles,cold
因寒,eight_principles,cold
因过食寒凉,eight_principles,cold
困倦。出自清·李宝嘉《官场现形记》第三十六回。又指劳累,eight_principles,cold
在《伤寒论》名曰中风（亦称桂枝汤证）,eight_principles,cold
坏死的白细胞,eight_principles,cold
复感风寒外邪,eight_principles,cold
外阴白色病变等出现以阴痒为主证时,eight_principles,cold
多因受寒,eight_principles,cold
多属外感风寒,eight_principles,cold
多数白带异常为感染或炎症引起,eight_principles,cold
多见于阳虚虚寒的病人,eight_principles,cold
夜热早凉是指夜间低热,eight_principles,cold
大便溏泄清稀,eight_principles,cold
大便稀臭,eight_principles,cold
大便稀薄,eight_principles,cold
大便稀薄等症状。治疗根据引起纳差的病因病机辨证施治。,eight_principles,cold
大便色灰白如陶土,eight_principles,cold
大致涉及因感受风寒引起发作的偏头痛,eight_principles,cold
失音（aphonia ）是指神清而声音嘶哑,eight_principles,cold
如内蕴暑湿而外感风寒,eight_principles,cold
如白内障,eight_principles,cold
如白血病,eight_principles,cold
妇女阴道分泌物色白,eight_principles,cold
它多发于一年中的寒冷季节,eight_principles,cold
宜补血清热,eight_principles,cold
宫寒顾名思义是“子宫寒冷”的简称。在中医学的文献记载和正式的教科书及相关的中医妇科专著中并无此词条。但是“宫寒”已经成为深入人心的热词,eight_principles,cold
宫颈及子宫内膜腺体分泌物等混合形成白带。正常白带呈白色黏液状或蛋清样,eight_principles,cold
宫颈癌等其他疾病引起。临床表现常见白带增多,eight_principles,cold
容易出现虚寒的征象。常见的有胃阳虚,eight_principles,cold
寒,eight_principles,cold
寒温失调等多种因素导致肝气失舒,eight_principles,cold
寒湿下注,eight_principles,cold
寒湿结于肠腑,eight_principles,cold
寒热往来是发热与恶寒交替出现的一种热型,eight_principles,cold
寒热虚实夹杂者宜通涩兼施,eight_principles,cold
寒疝是一种急性腹痛的病症。见《金匮要略》。由脾胃虚寒,eight_principles,cold
寒痢宜温,eight_principles,cold
寒邪侵入太阳经络,eight_principles,cold
小便清长,eight_principles,cold
小便清长是指小便的次数和每次的量增多,eight_principles,cold
小腹击急。指寒邪侵於厥阴经的痛证。症见阴囊冷痛肿硬,eight_principles,cold
尿液浑浊不清的表现。,eight_principles,cold
局限性边界清楚的大片或小片损害,eight_principles,cold
属祖国医学“虚劳”范畴。中医治疗白细胞减少症采用益气养血,eight_principles,cold
广义的“宫寒”,eight_principles,cold
异物刺激性白带,eight_principles,cold
形寒肢冷等。,eight_principles,cold
形成肉眼呈灰黄色或黄白色的浓稠状液体。其处理方法主要有：清理伤口感染,eight_principles,cold
必伴有恶寒,eight_principles,cold
性冷淡又分两种类型：有性感缺乏,eight_principles,cold
性冷淡是指性欲缺乏,eight_principles,cold
性冷淡综合征。,eight_principles,cold
性冷淡综合征和无性感缺乏,eight_principles,cold
总因“寒气客于肠胃,eight_principles,cold
恶寒,eight_principles,cold
恶寒与发热交替发作,eight_principles,cold
恶寒发热,eight_principles,cold
恶寒无汗,eight_principles,cold
恶寒较轻,eight_principles,cold
恶风寒,eight_principles,cold
感受寒邪,eight_principles,cold
感寒停湿及热迫肠胃所致。,eight_principles,cold
或产时感受外寒而气血凝滞所致,eight_principles,cold
或兼见面白色枯,eight_principles,cold
或寒湿,eight_principles,cold
或病后虚热不清及火热内郁所致。是虚损劳瘵等病的常见症之一。治宜滋阴降火,eight_principles,cold
或突然高热寒战,eight_principles,cold
或红白相 杂如鱼脑,eight_principles,cold
或脾胃虚寒不能运化水谷,eight_principles,cold
或见赤白相兼,eight_principles,cold
或赤白兼下,eight_principles,cold
或风寒侵袭,eight_principles,cold
手脚凉,eight_principles,cold
手足厥冷,eight_principles,cold
手足厥冷。,eight_principles,cold
指伤口或疮口表面上由血小板和纤维蛋白凝结而成的块状物,eight_principles,cold
指周围白细胞计数持续下降所引起的一组症状。典型表现为头晕,eight_principles,cold
指正气虚而兼有内寒的症候。表面为食欲不振,eight_principles,cold
指热病过程中发于肌表的斑和疹两种证候。见《伤寒九十论·发斑证》。斑和疹虽系两证,eight_principles,cold
"指背部自觉冷凉感而言。本症 《伤寒论》 称 ""背恶寒"" 。《金匮要略》 名 ""背寒冷"" 。《河间六书·强痛恶 寒》 篇称 ""背怯qie冷""",eight_principles,cold
损害破裂而排出脓性黄白色汁液坏死物,eight_principles,cold
排尿困难及小便完全闭寒不通。出《伤寒论·辨太阳病脉证并治》。,eight_principles,cold
摄入很热或冷的食物饮料,eight_principles,cold
故“恶寒”常为临床诊断和鉴别外感表证的重要指征。,eight_principles,cold
故伤寒论,eight_principles,cold
斑疹伤寒等急性传染病 。,eight_principles,cold
无法正常运化水湿而使寒凉之气停滞在人体经脉脏腑中,eight_principles,cold
早泄多因清脂失调或房事过度,eight_principles,cold
是一种外有寒战,eight_principles,cold
是以痢下赤白脓血,eight_principles,cold
是指疼痛有冷感而喜暖。常见于腰脊,eight_principles,cold
是机体组织炎症过程中形成的浓稠或稀薄的混和物,eight_principles,cold
有寒,eight_principles,cold
有时在睑结膜表面形成一层灰白色假膜,eight_principles,cold
有肥白气虚多痰人,eight_principles,cold
机制不清,eight_principles,cold
查清病因,eight_principles,cold
正常成人白天排尿4～6次,eight_principles,cold
